Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,"White alone, not Hispanic or Latino Population","White alone, not Hispanic or Latino Population - Margin of Error","Black or African American Alone, Not Hispanic or Latino Population","Black or African American Alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native Alone, Not Hispanic or Latino Population","American Indian and Alaska Native Alone, Not Hispanic or Latino Population - Margin of Error","Asian Alone, Not Hispanic or Latino Population","Asian Alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race Alone, Not Hispanic or Latino Population","Some Other Race Alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White alone, not Hispanic or Latino","Percent of Population that is White alone, not Hispanic or Latino - Margin of Error","Percent of Population that is Black or African American Alone, Not Hispanic or Latino","Percent of Population that is Black or African American Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Asian Alone, Not Hispanic or Latino","Percent of Population that is Asian Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Two or More Races, Not Hispanic or Latino","Percent of Population that is Two or More Races, Not Hispanic or Latino - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Population that is not Hispanic or Latino,Population that is not Hispanic or Latino - Margin of Error,"Two races including some other race, not Hispanic or Latino","Two races including some other race, not Hispanic or Latino - Margin of Error","Two races excluding some other race, and three or more races, not Hispanic or Latino","Two races excluding some other race, and three or more races, not Hispanic or Latino - Margin of Error","White alone, Hispanic or Latino","White alone, Hispanic or Latino - Margin of Error","Black or African American alone, Hispanic or Latino","Black or African American alone, Hispanic or Latino - Margin of Error","American Indian and Alaska Native alone, Hispanic or Latino","American Indian and Alaska Native alone, Hispanic or Latino - Margin of Error","Asian alone, Hispanic or Latino","Asian alone, Hispanic or Latino - Margin of Error","Native Hawaiian and Other Pacific Islander alone, Hispanic or Latino","Native Hawaiian and Other Pacific Islander alone, Hispanic or Latino - Margin of Error","Some other race alone, Hispanic or Latino","Some other race alone, Hispanic or Latino - Margin of Error","Two or more races, Hispanic or Latino","Two or more races, Hispanic or Latino - Margin of Error","Two races including some other race, Hispanic or Latino","Two races including some other race, Hispanic or Latino - Margin of Error","Two races excluding some other race, and three or more races, Hispanic or Latino","Two races excluding some other race, and three or more races, Hispanic or Latino - Margin of Error",Shape__Area,Shape__Length,Place Name,Place FIPS
370,39035195600,4495532,28982,Census Tract 1956,Ohio,Cuyahoga County,4842,484,553,177,3585,419,0,12,0,12,0,12,0,12,265,334,439,352,11.4,3.47267794158777,74,4.48427851700573,0,0.247831474597274,0,0.247831474597274,0,0.247831474597274,0,0.247831474597274,5.5,6.87624822164188,9.1,7.21301189847004,4403,453,0,12,265,334,75,85,0,12,0,12,0,12,0,12,96,142,268,266,131,149,137,210,7993719.046875,17532.657465278,Bedford Heights city,04920
371,39035195700,16112934,184803,Census Tract 1957,Ohio,Cuyahoga County,4400,181,2067,345,1819,328,0,12,147,82,0,12,3,5,339,147,25,33,47,7.59903934326232,41.3,7.25797200876614,0,0.272727272727273,3.3,1.85856199984502,0,0.272727272727273,0.1,0.113601745172966,7.7,3.32584192381828,0.6,0.749635715505632,4375,182,3,6,336,148,0,12,2,5,0,12,0,12,0,12,0,12,23,33,23,33,0,12,28725324.328125,52521.7603483072,Oakwood village,57750
372,39035195800,13882605,174159,Census Tract 1958,Ohio,Cuyahoga County,3788,405,2894,441,453,243,2,5,240,116,21,31,33,50,66,57,79,81,76.4,8.29548585180057,12,6.28628268190051,0.1,0.131875011758904,6.3,2.98643942278749,0.6,0.816224508734827,0.9,1.31666735405032,1.7,1.49317642686966,2.1,2.12667409187934,3709,403,17,19,49,48,38,54,0,12,0,12,0,12,0,12,0,12,41,62,41,62,0,12,25009309.4179688,21188.6694295255,Solon city,72928
373,39035195900,6670964,176702,Census Tract 1959,Ohio,Cuyahoga County,4282,27,3851,182,133,133,0,12,83,89,0,12,15,22,141,76,59,56,89.9,4.21235071313956,3.1,3.10596347519456,0,0.280242877160206,1.9,2.07843206979172,0,0.280242877160206,0.4,0.513773860032174,3.3,1.77475010548311,1.4,1.30777123461008,4223,59,51,43,90,64,51,56,0,12,0,12,0,12,0,12,0,12,8,11,8,11,0,12,12193323.2265625,20117.4819716359,Chagrin Falls village,13358
374,39035196000,1576182,0,Census Tract 1960,Ohio,Cuyahoga County,1808,355,608,271,1060,228,0,12,5,9,0,12,23,33,61,55,51,62,33.6,13.4562217304276,58.6,5.14876357182395,0,0.663716814159292,0.3,0.494817130398083,0,0.663716814159292,1.3,1.80804923640443,3.4,2.96902723568661,2.8,3.38417990818109,1757,364,15,20,46,50,14,35,0,12,0,12,0,12,0,12,37,50,0,12,0,12,0,12,2814171.5625,8533.04383565628,Cleveland Heights city,16014
375,39035196100,9456638,363148,Census Tract 1961,Ohio,Cuyahoga County,2387,375,1866,403,271,160,3,5,40,36,0,12,15,21,48,32,144,109,78.2,11.5850620111142,11.4,6.46132052953898,0.1,0.208535307832501,1.7,1.48501453411832,0,0.502723083368245,0.6,0.874208756822068,2,1.30284057158255,6,4.46696891535625,2243,399,5,6,43,32,16,21,0,12,1,11,0,12,0,12,0,12,127,106,117,105,10,15,17269022.1757813,25419.1156626371,Cuyahoga Heights village,19806
376,39035196200,2021401,0,Census Tract 1962,Ohio,Cuyahoga County,3841,792,138,88,3588,769,0,12,17,27,0,12,0,12,98,92,0,12,3.6,2.16798988899468,93.4,5.46168958527487,0,0.312418640978912,0.4,0.696992678447103,0,0.312418640978912,0,0.312418640978912,2.6,2.33671884037196,0,0.312418640978912,3841,792,30,43,68,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3616808.86328125,9276.08919263527,Euclid city,25704
377,39035196300,36518620,495991,Census Tract 1963,Ohio,Cuyahoga County,4086,198,3771,233,40,32,0,12,149,105,0,12,2,5,49,47,75,54,92.3,3.53785624620716,1,0.781723965889906,0,0.293685756240822,3.6,2.56366757681993,0,0.293685756240822,0,0.122346075253237,1.2,1.14880036353447,1.8,1.31858931735063,4011,203,24,37,25,28,27,34,0,12,0,12,0,12,0,12,12,21,36,36,20,24,16,25,65962994.328125,42939.8119605874,Moreland Hills village,52052
378,39035196400,1312370,0,Census Tract 1964,Ohio,Cuyahoga County,2782,404,963,301,858,296,0,12,30,40,0,12,0,12,128,96,803,241,34.6,9.58090954456207,30.8,9.65126677536003,0,0.431344356578001,1.1,1.42926114556456,0,0.431344356578001,0,0.431344356578001,4.6,3.38545096481875,28.9,7.58122203224582,1979,291,0,12,128,96,224,154,61,53,39,42,0,12,0,12,369,191,110,80,23,59,87,49,2337490.23828125,7355.86887756909,Cleveland city,16000
379,39035980100,2866256,165997,Census Tract 9801,Ohio,Cuyahoga County,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5111352.6796875,17200.8953436347,Cleveland city,16000
380,39035980500,7923030,0,Census Tract 9805,Ohio,Cuyahoga County,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14095660.0742188,20834.3866287231,Cleveland city,16000
381,39035981100,2902957,0,Census Tract 9811,Ohio,Cuyahoga County,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5164838.33203125,11252.4769413919,Brook Park city,09288
382,39035101201,682786,0,Census Tract 1012.01,Ohio,Cuyahoga County,2713,402,1657,320,261,182,2,6,0,12,0,12,0,12,201,139,592,148,61.1,7.56444385314925,9.6,6.55523688259,0.1,0.220887463183786,0,0.442314780685588,0,0.442314780685588,0,0.442314780685588,7.4,5.00448615655486,21.8,4.39375058348739,2121,377,35,57,166,126,249,109,12,18,0,12,0,12,0,12,163,81,168,105,87,61,81,93,1217674.23046875,5233.90896751566,Cleveland city,16000
383,39035114800,1254069,0,Census Tract 1148,Ohio,Cuyahoga County,2371,525,0,12,2362,521,0,12,0,12,0,12,0,12,9,16,0,12,0,0.506115563053564,99.6,31.1356353362923,0,0.506115563053564,0,0.506115563053564,0,0.506115563053564,0,0.506115563053564,0.4,0.669565987049148,0,0.506115563053564,2371,525,0,12,9,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2236146.40625,7255.05100455769,Cleveland city,16000
384,39035117203,545427,0,Census Tract 1172.03,Ohio,Cuyahoga County,1742,316,326,155,1228,296,0,12,37,51,0,12,7,12,66,54,78,85,18.7,8.2247685226563,70.5,11.1894603319961,0,0.68886337543054,2.1,2.90220539475014,0,0.68886337543054,0.4,0.68499583008348,3.8,3.02273587839703,4.5,4.81137036299342,1664,314,12,18,54,44,54,80,0,12,0,12,0,12,0,12,7,12,17,23,17,23,0,12,975330.48828125,4522.75967792071,Cleveland city,16000
385,39035131105,4542409,2014,Census Tract 1311.05,Ohio,Cuyahoga County,3584,346,2074,318,733,342,0,12,333,173,0,12,0,12,272,120,172,134,57.9,6.89316524452531,20.5,9.33590844966093,0,0.334821428571429,9.3,4.74293540505511,0,0.334821428571429,0,0.334821428571429,7.6,3.26706781558385,4.8,3.71002239113001,3412,373,4,10,268,119,54,56,0,12,0,12,0,12,0,12,0,12,118,117,14,24,104,115,8100012.69140625,15083.4449944132,Beachwood city,04500
386,39035136104,7791519,19962,Census Tract 1361.04,Ohio,Cuyahoga County,3434,532,2451,612,485,342,0,12,371,288,0,12,0,12,21,27,106,156,71.4,13.9767331633694,14.1,9.7159056092269,0,0.34944670937682,10.8,8.21801211477462,0,0.34944670937682,0,0.34944670937682,0.6,0.78052644669455,3.1,4.5175673189434,3328,539,4,9,17,24,95,154,0,12,0,12,0,12,0,12,11,22,0,12,0,12,0,12,13856134.8242188,17179.6018112446,Broadview Heights city,09064
387,39035136105,6114782,2740,Census Tract 1361.05,Ohio,Cuyahoga County,3909,388,3276,446,49,70,0,12,311,194,0,12,0,12,211,182,62,60,83.8,7.80903507787308,1.3,1.78641163432165,0,0.306983883346124,8,4.89967498160134,0,0.306983883346124,0,0.306983883346124,5.4,4.62499258874175,1.6,1.52682444581888,3847,391,59,76,152,167,1,3,0,12,0,12,0,12,0,12,53,59,8,14,8,14,0,12,10844237.1015625,13724.4240777416,Broadview Heights city,09064
388,39035152605,4055218,7587,Census Tract 1526.05,Ohio,Cuyahoga County,4885,761,1069,221,3443,720,39,41,4,13,0,12,33,50,104,72,193,206,21.9,2.97412902208897,70.5,9.83275493071648,0.8,0.830037935094163,0.1,0.265814883216088,0,0.245649948822927,0.7,1.01811700194249,2.1,1.43610030820867,4,4.17183384408429,4692,791,0,12,104,72,71,90,0,12,0,12,0,12,0,12,5,9,117,173,0,12,117,173,7266123.48046875,13082.6244343726,Euclid city,25704
389,39035160603,247003,0,Census Tract 1606.03,Ohio,Cuyahoga County,1460,259,1120,273,184,146,0,12,39,35,0,12,0,12,30,40,87,95,76.7,12.823647947044,12.6,9.74688070716804,0,0.821917808219178,2.7,2.34995842914478,0,0.821917808219178,0,0.821917808219178,2.1,2.71536877412311,6,6.42040823014728,1373,292,0,12,30,40,87,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,440572.94921875,4096.32185743785,Lakewood city,41664
390,39035160604,333906,599943,Census Tract 1606.04,Ohio,Cuyahoga County,3408,510,2817,516,186,103,21,30,114,94,0,12,0,12,59,63,211,163,82.7,8.73135949627635,5.5,2.90985146087484,0.6,0.875438569618978,3.3,2.7124107790339,0,0.352112676056338,0,0.352112676056338,1.7,1.83034740706446,6.2,4.69226518747164,3197,512,0,12,59,63,0,12,0,12,0,12,0,12,0,12,13,21,198,162,168,157,30,49,595624.57421875,4549.90652922097,Lakewood city,41664
391,39035161900,902813,26055,Census Tract 1619,Ohio,Cuyahoga County,2610,313,2502,324,38,30,0,12,0,12,0,12,0,12,12,14,58,51,95.9,4.68421668857509,1.5,1.13608668461167,0,0.459770114942529,0,0.459770114942529,0,0.459770114942529,0,0.459770114942529,0.5,0.533557126262111,2.2,1.93576484064798,2552,321,0,12,12,14,33,45,0,12,0,12,6,8,0,12,17,25,2,5,2,5,0,12,1609895.34375,6218.44895304215,Lakewood city,41664
392,39035172104,815276,0,Census Tract 1721.04,Ohio,Cuyahoga County,1572,554,563,209,323,119,0,12,325,232,0,12,0,12,37,50,324,467,35.8,4.178231286519,20.5,2.20688549987372,0,0.763358778625954,20.7,12.8343680819062,0,0.763358778625954,0,0.763358778625954,2.4,3.07059757371941,20.6,28.8057117866881,1248,307,6,10,31,49,0,12,0,12,0,12,0,12,0,12,16,32,308,466,308,466,0,12,1455840.7109375,5610.80092557531,Mayfield Heights city,48482
393,39035172105,773060,0,Census Tract 1721.05,Ohio,Cuyahoga County,3915,937,2017,516,1132,338,0,12,426,257,0,12,19,33,275,378,46,33,51.5,4.65535189936282,28.9,5.16203787313663,0,0.306513409961686,10.9,6.02581034303207,0,0.306513409961686,0.5,0.834870625678283,7,9.50768422126012,1.2,0.794619550042711,3869,940,0,12,275,378,0,12,0,12,0,12,0,12,0,12,0,12,46,33,46,33,0,12,1380434.1484375,5288.36821577308,Mayfield Heights city,48482
394,39035175107,6080756,0,Census Tract 1751.07,Ohio,Cuyahoga County,3475,456,3239,448,10,3,35,47,76,91,0,12,0,12,44,77,71,101,93.2,4.07500072209047,0.3,0.0776341431440102,1,1.34604486049156,2.2,2.60293142950093,0,0.345323741007194,0,0.345323741007194,1.3,2.20958910418543,2,2.89408236274665,3404,440,44,77,0,12,0,12,0,12,0,12,0,12,0,12,71,101,0,12,0,12,0,12,10795277.2382813,13881.1818296485,North Royalton city,57008
395,39035175108,1526543,0,Census Tract 1751.08,Ohio,Cuyahoga County,2817,471,1820,393,251,250,0,12,469,327,0,12,0,12,44,39,233,208,64.6,8.8283503934085,8.9,8.74875302907211,0,0.425985090521832,16.6,11.2693805840198,0,0.425985090521832,0,0.425985090521832,1.6,1.35959687374509,8.3,7.25307647226498,2584,469,12,19,32,35,99,137,0,12,36,61,0,12,0,12,0,12,98,150,98,150,0,12,2708513.73046875,7111.88541538583,North Royalton city,57008
396,39035175109,3598417,0,Census Tract 1751.09,Ohio,Cuyahoga County,2417,244,2248,246,31,33,0,12,24,34,0,12,0,12,12,15,102,76,93,3.92822882292318,1.3,1.35917560859822,0,0.496483243690525,1,1.4031263743422,0,0.496483243690525,0,0.496483243690525,0.5,0.618576834828784,4.2,3.11539952554258,2315,243,0,12,12,15,80,74,0,12,0,12,0,12,0,12,0,12,22,28,22,28,0,12,6389664.33203125,10223.0953187931,North Royalton city,57008
397,39035175110,5527803,25406,Census Tract 1751.10,Ohio,Cuyahoga County,5430,745,4290,761,255,259,0,17,294,276,0,17,0,17,66,104,525,340,79,8.88343742552604,4.7,4.72607960084621,0,0.313075506445672,5.4,5.02829632425717,0,0.313075506445672,0,0.313075506445672,1.2,1.90801162275396,9.7,6.11938204782525,4905,705,66,104,0,17,176,210,0,17,111,173,0,17,0,17,68,107,170,147,170,147,0,17,9855370.63671875,13322.888697652,North Royalton city,57008
398,39035190505,7815688,0,Census Tract 1905.05,Ohio,Cuyahoga County,6348,1222,5637,1336,37,61,0,17,90,123,0,17,0,17,269,310,315,398,88.8,12.2770897483926,0.6,0.954359584393327,0,0.267800882167612,1.4,1.91830060460813,0,0.267800882167612,0,0.267800882167612,4.2,4.81481487634299,5,6.19649610946414,6033,1245,182,287,87,117,268,395,0,17,0,17,21,36,0,17,26,41,0,17,0,17,0,17,13885164.9921875,16934.6281719677,Olmsted Falls city,58422
399,39035190506,9542971,0,Census Tract 1905.06,Ohio,Cuyahoga County,5457,790,4522,771,120,126,0,17,181,198,0,17,0,17,26,42,608,402,82.9,7.46362565144625,2.2,2.28690972541113,0,0.311526479750779,3.3,3.59645417827077,0,0.311526479750779,0,0.311526479750779,0.5,0.766556704572038,11.1,7.18793557310241,4849,757,26,42,0,17,115,135,59,93,0,17,0,17,0,17,113,184,321,374,246,352,75,130,16962404.4101563,26465.8409525787,,
400,39035196800,2088252,12029,Census Tract 1968,Ohio,Cuyahoga County,3948,226,2033,301,437,128,0,12,853,175,0,12,6,15,359,164,260,89,51.5,7.03120479976181,11.1,3.17962834972786,0,0.303951367781155,21.6,4.25657799016388,0,0.303951367781155,0.2,0.379839594981102,9.1,4.12125925127333,6.6,2.22256057437715,3688,234,103,96,256,130,127,60,31,40,0,12,13,15,0,12,23,23,66,57,50,55,16,19,3748287.359375,9668.68436438481,Cleveland city,16000
401,39035197000,5509283,7962,Census Tract 1970,Ohio,Cuyahoga County,3139,435,278,132,2787,445,1,2,2,4,0,12,0,12,68,55,3,6,8.9,4.02207756802913,88.8,7.04175657488193,0,0.0635614264844684,0.1,0.127122852968937,0,0.382287352660083,0,0.382287352660083,2.2,1.72624125003543,0.1,0.190684279453405,3136,435,0,12,68,55,0,12,0,12,0,12,0,12,0,12,0,12,3,6,3,6,0,12,9823925.99609375,15124.0666042098,Warrensville Heights city,80990
402,39035197100,10711370,44096,Census Tract 1971,Ohio,Cuyahoga County,4115,201,2492,329,900,338,0,12,289,175,0,12,0,12,244,133,190,159,60.6,7.42780207316198,21.9,8.14408166284896,0,0.291616038882138,7,4.23887532966486,0,0.291616038882138,0,0.291616038882138,5.9,3.21907441816693,4.6,3.85732482667479,3925,196,0,12,244,133,22,17,0,12,0,12,0,12,0,12,142,151,26,26,24,28,2,4,19156576.75,20973.9616538197,Orange village,58604
403,39035197200,2530182,0,Census Tract 1972,Ohio,Cuyahoga County,2130,411,181,106,1884,414,4,9,0,12,0,12,4,9,5,8,52,47,8.5,4.69864159814617,88.5,9.30006519354334,0.2,0.420978553874885,0,0.563380281690141,0,0.563380281690141,0.2,0.420978553874885,0.2,0.372845579247661,2.4,2.15570311534629,2078,406,0,12,5,8,0,12,25,31,0,12,0,12,0,12,0,12,27,35,16,24,11,21,4514374.67578125,11172.8013708009,Cleveland city,16000
404,39035197300,908642,0,Census Tract 1973,Ohio,Cuyahoga County,3463,418,2065,316,699,303,0,12,189,156,0,12,29,39,163,114,318,150,59.6,5.6089185999794,20.2,8.40357909316652,0,0.346520358071037,5.5,4.45633572607296,0,0.346520358071037,0.8,1.12164574606998,4.7,3.24254576587778,9.2,4.18728667590583,3145,393,0,12,163,114,230,131,9,14,0,12,0,12,0,12,0,12,79,65,50,57,29,32,1620075.015625,6428.46032841948,Lakewood city,41664
405,39035197400,1449904,16242,Census Tract 1974,Ohio,Cuyahoga County,3584,518,2063,379,375,230,28,35,59,59,0,12,0,12,196,134,863,357,57.6,6.52787678971044,10.5,6.2366854280763,0.8,0.970012634123785,1.6,1.62892059000405,0,0.334821428571429,0,0.334821428571429,5.5,3.65433697243737,24.1,9.33319153732975,2721,451,0,12,196,134,205,173,42,65,0,12,5,7,0,12,535,314,76,74,30,50,46,58,2606926.75,7420.66348388201,Cleveland city,16000
406,39035197500,1330485,5054,Census Tract 1975,Ohio,Cuyahoga County,3444,470,2219,359,311,128,9,14,68,55,0,12,10,16,226,258,601,170,64.4,5.59859771976275,9,3.50635247321324,0.3,0.404936695711872,2,1.57408445324712,0,0.348432055749129,0.3,0.46288310792972,6.6,7.43756951884798,17.5,4.32364022741511,2843,434,0,12,226,258,386,117,0,12,0,12,0,12,0,12,24,31,191,123,164,115,27,43,2372726.84765625,7680.39205874194,Cleveland city,16000
407,39035197600,1004275,0,Census Tract 1976,Ohio,Cuyahoga County,3232,424,955,172,499,176,3,4,0,12,0,12,0,12,175,213,1600,318,29.5,3.64623521002064,15.4,5.05484587012179,0.1,0.123161859528567,0,0.371287128712871,0,0.371287128712871,0,0.371287128712871,5.4,6.55195362559057,49.5,7.39121344762214,1632,333,144,209,31,27,405,224,216,182,0,12,0,12,0,12,457,230,522,186,363,158,159,90,1789817.71875,6712.40491571992,Cleveland city,16000
408,39035197700,1678190,0,Census Tract 1977,Ohio,Cuyahoga County,3154,459,1590,340,428,138,0,12,55,60,0,12,0,12,126,93,955,303,50.4,7.89835202134828,13.6,3.9043666697122,0,0.380469245402663,1.7,1.88534306677232,0,0.380469245402663,0,0.380469245402663,4,2.890753494504,30.3,8.53664997324085,2199,346,2,3,124,92,486,242,0,12,73,81,0,12,0,12,193,123,203,181,184,180,19,24,2992242.55859375,7475.48742542638,Cleveland city,16000
409,39035197800,1968271,163300,Census Tract 1978,Ohio,Cuyahoga County,3047,387,2415,326,63,53,9,12,121,58,0,12,9,13,133,102,297,260,79.3,3.62395097142075,2.1,1.71947807682163,0.3,0.392039114960171,4,1.83547404062647,0,0.393829996718083,0.3,0.424996599665603,4.4,3.30132893698108,9.7,8.4426978044225,2750,340,66,87,67,50,50,36,0,12,32,50,18,26,0,12,197,249,0,12,0,12,0,12,3510046.70703125,11995.0853107074,Cleveland city,16000
410,39035197900,1961406,0,Census Tract 1979,Ohio,Cuyahoga County,1587,283,718,202,621,235,5,8,0,12,8,15,0,12,50,38,185,125,45.2,9.84493107032807,39.1,13.0606422948051,0.3,0.50095514580661,0,0.756143667296786,0.5,0.940895221474183,0,0.756143667296786,3.2,2.32760927602807,11.7,7.5972334000009,1402,284,6,10,44,39,18,20,16,25,0,12,0,12,0,12,7,10,144,117,37,35,107,114,3496816.671875,11508.4838271759,Cleveland city,16000
411,39035198000,2004598,0,Census Tract 1980,Ohio,Cuyahoga County,2587,557,703,351,1492,426,0,12,0,12,0,12,9,13,180,121,203,177,27.2,12.2414876497321,57.7,10.8151872983342,0,0.463857750289911,0,0.463857750289911,0,0.463857750289911,0.3,0.496898652429865,7,4.43083063687838,7.8,6.63002321717687,2384,545,0,12,180,121,5,9,106,174,0,12,0,12,0,12,87,65,5,9,5,9,0,12,3572516.01171875,9119.68253633656,Cleveland city,16000
412,39035198100,661463,0,Census Tract 1981,Ohio,Cuyahoga County,2293,502,661,169,1240,517,5,9,36,60,0,12,76,121,119,91,156,137,28.8,3.80685905754937,54.1,19.1884989471509,0.2,0.389584988011465,1.6,2.59398662485736,0,0.523331879633668,3.3,5.22680243487655,5.2,3.80248719052836,6.8,5.78607850600072,2137,545,9,15,110,80,0,12,0,12,0,12,0,12,0,12,156,137,0,12,0,12,0,12,1178668.2578125,4930.68789254672,Cleveland city,16000
413,39035198200,3812006,129857,Census Tract 1982,Ohio,Cuyahoga County,3535,498,158,89,2837,610,0,12,0,12,0,12,120,94,275,243,145,143,4.5,2.43767099062497,80.3,13.0362488310122,0,0.339462517680339,0,0.339462517680339,0,0.339462517680339,3.4,2.6157669664941,7.8,6.78619229425254,4.1,4.00377648399159,3390,554,0,12,275,243,0,12,0,12,0,12,0,12,0,12,107,121,38,59,38,59,0,12,7018918.2421875,14369.8051845942,Garfield Heights city,29428
414,39035198300,7097901,20878,Census Tract 1983,Ohio,Cuyahoga County,3896,592,245,80,3547,582,0,12,0,12,0,12,0,12,68,76,36,18,6.3,1.81750974059783,91,5.63725403203192,0,0.308008213552361,0,0.308008213552361,0,0.308008213552361,0,0.308008213552361,1.7,1.93260604658455,0.9,0.440160744303127,3860,596,0,12,68,76,3,7,6,18,0,12,0,12,0,12,10,9,17,11,12,11,5,7,12681089.6992188,17567.7270431136,Highland Hills village,35255
415,39035198400,2248838,0,Census Tract 1984,Ohio,Cuyahoga County,2735,711,125,64,2588,720,0,12,0,12,0,12,0,12,0,12,22,27,4.6,2.01596423087022,94.6,9.3761175079457,0,0.438756855575868,0,0.438756855575868,0,0.438756855575868,0,0.438756855575868,0,0.438756855575868,0.8,0.964801562817781,2713,711,0,12,0,12,22,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4011155.91796875,9223.07246121904,Cleveland city,16000
416,39035198500,1390124,0,Census Tract 1985,Ohio,Cuyahoga County,1965,393,63,58,1766,379,0,12,0,12,0,12,12,20,75,71,49,43,3.2,2.8811622923254,89.9,6.99458835548238,0,0.610687022900763,0,0.610687022900763,0,0.610687022900763,0.6,1.01045688720536,3.8,3.53167462043714,2.5,2.13070560539514,1916,384,0,12,75,71,0,12,9,13,0,12,0,12,0,12,13,24,27,32,27,32,0,12,2479834.578125,7164.54179436474,Cleveland city,16000
417,39035198600,1941467,22437,Census Tract 1986,Ohio,Cuyahoga County,4212,641,579,205,3191,568,51,49,7,12,0,12,170,171,193,140,21,28,13.7,4.39450958360479,75.8,6.994630673563,1.2,1.14865643280296,0.2,0.283775436482415,0,0.284900284900285,4,4.01309542489478,4.6,3.2498646746354,0.5,0.660423000108697,4191,637,40,61,153,140,0,12,0,12,0,12,0,12,0,12,5,14,16,24,0,12,16,24,3502948.1015625,8948.00458063339,Cleveland city,16000
418,39035198700,1212206,0,Census Tract 1987,Ohio,Cuyahoga County,2040,610,59,43,1817,582,3,5,25,28,0,12,43,61,81,74,12,15,2.9,1.92226521814563,89.1,10.2272418114154,0.1,0.24112109532424,1.2,1.32272764961084,0,0.588235294117647,2.1,2.92301413027225,4,3.42764612277082,0.6,0.713945922303759,2028,609,0,12,81,74,5,9,0,12,0,12,0,12,0,12,0,12,7,12,7,12,0,12,2163471.40625,6874.7146689715,Cleveland city,16000
419,39035198800,800514,0,Census Tract 1988,Ohio,Cuyahoga County,2003,397,125,70,1753,379,0,12,0,12,0,12,58,92,67,59,0,12,6.2,3.26854440185384,87.5,7.5583332087635,0,0.599101347978033,0,0.599101347978033,0,0.599101347978033,2.9,4.55711207085452,3.3,2.87000045382318,0,0.599101347978033,2003,397,21,24,46,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1428839.43359375,5744.91297881363,Cleveland city,16000
420,39035198900,650868,0,Census Tract 1989,Ohio,Cuyahoga County,1753,428,555,275,1038,290,0,12,14,16,0,12,18,27,25,25,103,140,31.7,13.6507585633216,59.2,8.04171256844028,0,0.684540787221905,0.8,0.891649807336487,0,0.684540787221905,1,1.51967686040779,1.4,1.38296741779194,5.9,7.85641055038682,1650,369,7,11,18,23,87,127,0,12,0,12,0,12,0,12,0,12,16,23,16,23,0,12,1162084.95703125,4958.14999923986,Cleveland city,16000
421,39035199000,752831,0,Census Tract 1990,Ohio,Cuyahoga County,1226,311,50,39,1020,286,0,12,19,31,0,12,7,12,108,94,22,25,4.1,3.00814978134119,83.2,9.93888594374683,0,0.978792822185971,1.5,2.49780036250049,0,0.978792822185971,0.6,0.968017473241589,8.8,7.33434389492368,1.8,1.9876953454699,1204,315,0,12,108,94,0,12,0,12,0,12,0,12,0,12,11,19,11,17,11,17,0,12,1344179.88671875,5430.99244292527,Cleveland city,16000
